event_name;Correctness;Task2;user_id;Group;DeviceOrder;VariantOrder;variant;device;TaskType
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
zoom out;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
legend closed;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
zoom in;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
answer button clicked;;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
polygon selected;Correct;Choropleth4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
setting task;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
movestart;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
zoom in;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
moveend;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
question dialog closed;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
legend opened;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
hide layer;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
hide layer;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
hide layer;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
hide layer;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
hide layer;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
hide layer;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
legend closed;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
movestart;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
zoom in;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
moveend;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
movestart;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
moveend;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
legend opened;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
hide layer;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
show layer;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
answer button clicked;;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
answer selected;Incorrect;Point4;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Point
setting task;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
question dialog closed;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
legend opened;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
legend closed;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
legend opened;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
show layer;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
show layer;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
legend closed;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
zoom in;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
zoom in;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
zoom out;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupopen;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
movestart;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
moveend;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
popupclose;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
answer button clicked;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
polygon selected;Correct;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
completed;;Choropleth5;P01;03-Advanced;Smartphone-Desktop;B-A;variant-b;smartphone;Choropleth
setting task;;Choropleth1;P01;03-Advanced;Smartphone-Desktop;B-A;variant-a;desktop;Choropleth
question dialog closed;;Choropleth1;P01;03-Advanced;Smartphone-Desktop;B-A;variant-a;desktop;Choropleth
popupopen:name;;Choropleth1;P01;03-Advanced;Smartphone-Desktop;B-A;variant-a;desktop;Choropleth
popupopen;;Choropleth1;P01;03-Advanced;Smartphone-Desktop;B-A;variant-a;desktop;Choropleth
popupclose;;Choropleth1;P01;03-Advanced;Smartphone-Desktop;B-A;variant-a;desktop;Choropleth
popupopen:name;;Choropleth1;P01;03-Advanced;Smartphone-Desktop;B-A;variant-a;desktop;Choropleth
popupopen;;Choropleth1;P01;03-Advanced;Smartphone-Desktop;B-A;variant-a;desktop;Choropleth
popupclose;;Choropleth1;P01;03-Advanced;Smartphone-Desktop;B-A;variant-a;desktop;Choropleth
answer button clicked;;Choropleth1;P01;03-Advanced;Smartphone-Desktop;B-A;variant-a;desktop;Choropleth
polygon selected;;Choropleth1;P01;03-Advanced;Smartphone-Desktop;B-A;variant-a;desktop;Choropleth
